#OTU ID,AB2a143A,AB2a143B,AB2a200A,AB2a200B,AB2a237A,AB2a237B,AB2a247A,AB2a247B,AB2a267A,AB2a267B,AB2a900A,AB2a900B,AB2b143A,AB2b143B,AB2b200A,AB2b200B,AB2b237A,AB2b237B,AB2b247A,AB2b247B,AB2b267A,AB2b267B,AB2b900A,AB2b900B,taxonomy
denovo349102,4,66,0,57,2,16,4,0,0,2,0,0,0,44,7,90,4,24,0,6,0,2,0,0,Bacteria;  __Proteobacteria;  __Gammaproteobacteria;  __Thiotrichales;  __Thiotrichaceae;  __Thiothrix;  __uncultured_bacterium
denovo484689,37,11,0,1,107,1,3,0,0,0,0,0,32,6,183,0,53,2,1,0,0,0,1,0,Bacteria;  __Proteobacteria;  __Deltaproteobacteria;  __Desulfuromonadales;  __GR-WP33-58;  __uncultured_delta_proteobacterium
denovo405839,106,81,0,68,216,18,22,0,0,1,0,0,44,49,543,182,52,30,13,2,0,0,0,0,Bacteria;  __Lentisphaerae;  __Lentisphaeria;  __Lentisphaerales;  __Lentisphaeraceae;  __Lentisphaera;  __uncultured_bacterium
denovo9825,80,2,0,9,68,0,7,0,0,0,0,0,197,2,1603,12,35,0,2,0,2,0,2,0,Bacteria;  __Planctomycetes;  __Planctomycetacia;  __Planctomycetales;  __Planctomycetaceae;  __uncultured;  __uncultured_bacterium
denovo122105,122,4,0,9,16,0,1,1,0,0,0,0,44,2,495,1,4,0,0,0,1,0,0,0,Bacteria;  __Proteobacteria;  __Deltaproteobacteria;  __Bdellovibrionales;  __Bdellovibrionaceae;  __OM27_clade;  __uncultured_bacterium
denovo319097,0,0,0,0,0,0,0,0,3,0,403,34,0,0,0,0,0,0,4,0,0,0,671,29,Bacteria;  __Chloroflexi;  __Anaerolineae;  __Anaerolineales;  __Anaerolineaceae;  __uncultured;  __uncultured_bacterium
denovo407789,9,8,0,0,6,1,0,0,0,1,0,0,2,1,4,1,1,0,1,0,0,0,1,0,Bacteria;  __Proteobacteria;  __Gammaproteobacteria;  __Alteromonadales;  __Alteromonadaceae;  __uncultured;  __uncultured_bacterium
denovo63393,0,0,0,1,3,63,12,233,1,235,0,0,0,0,2,0,3,91,1,526,3,491,0,0,Bacteria;  __Deferribacteres;  __Deferribacterales;  __SAR406_clade(Marine_group_A);  __uncultured_bacterium
denovo478723,87,3,0,2,524,1,116,0,5,0,0,0,59,3,206,0,241,0,73,0,0,0,0,0,Bacteria;  __Proteobacteria;  __Deltaproteobacteria;  __Bdellovibrionales;  __Bdellovibrionaceae;  __OM27_clade;  __uncultured_bacterium
denovo117186,0,0,0,0,0,0,1,6,3,3,89,659,0,0,2,0,1,2,1,3,2,4,173,480,Bacteria;  __Candidate_division_OP3;  __uncultured_bacterium
denovo67328,4,105,0,29,2,18,10,1,0,9,0,0,13,61,29,121,2,43,1,13,0,0,0,0,Bacteria;  __Proteobacteria;  __Alphaproteobacteria;  __Rickettsiales;  __S25-593;  __uncultured_bacterium
denovo280415,82,339,0,212,37,14,11,0,4,0,0,0,26,327,155,315,18,25,9,2,0,0,0,0,Bacteria;  __Proteobacteria;  __Alphaproteobacteria;  __Rickettsiales;  __S25-593;  __uncultured_marine_microorganism
denovo70214,47,178,0,117,278,176,72,14,0,87,0,0,2,110,30,187,154,257,66,136,0,8,0,0,Bacteria;  __Deferribacteres;  __Deferribacterales;  __SAR406_clade(Marine_group_A);  __uncultured_bacterium
denovo200361,406,8,0,2,129,0,18,0,0,0,0,0,221,4,424,0,118,0,8,1,0,0,1,0,Bacteria;  __Bacteroidetes;  __Sphingobacteriia;  __Sphingobacteriales;  __Saprospiraceae;  __uncultured;  __uncultured_marine_bacterium
denovo22730,4,0,0,0,7,0,2,0,2,0,903,7,1,0,13,0,0,0,0,0,1,0,971,13,Bacteria;  __Chloroflexi;  __MSBL5;  __uncultured_bacterium
denovo268074,184,65,0,39,131,1,0,0,0,0,0,1,49,60,564,101,36,5,0,0,0,0,0,0,Bacteria;  __Bacteroidetes;  __Flavobacteria;  __Flavobacteriales;  __NS9_marine_group;  __uncultured_Bacteroidetes/Chlorobi_group_bacterium
denovo80683,36,8,0,9,868,11,46,0,0,0,0,0,5,3,282,0,429,19,35,0,0,0,0,0,Bacteria;  __Proteobacteria;  __Deltaproteobacteria;  __Desulfuromonadales;  __GR-WP33-58;  __uncultured_delta_proteobacterium
denovo302163,0,12,0,21,1,128,0,209,0,355,0,0,0,19,0,4,0,176,1,689,0,318,0,0,Bacteria;  __Proteobacteria;  __Deltaproteobacteria;  __SAR324_clade(Marine_group_B);  __uncultured_bacterium
denovo273703,55,347,0,142,23,16,3,0,0,4,0,0,12,256,56,522,3,31,6,6,0,0,0,0,Bacteria;  __Proteobacteria;  __Alphaproteobacteria;  __Rhodospirillales;  __Rhodospirillaceae;  __Defluviicoccus;  __uncultured_bacterium
denovo260885,185,1,0,4,286,0,97,0,19,0,0,0,221,0,701,0,176,0,55,2,0,0,1,0,Bacteria;  __Planctomycetes;  __OM190;  __uncultured_bacterium
denovo79231,0,0,0,0,0,0,1,2,0,0,194,575,0,1,0,0,0,0,1,0,0,4,163,799,Bacteria;  __Candidate_division_OP3;  __uncultured_bacterium
denovo477396,27,388,0,224,11,22,4,0,0,2,0,0,15,295,47,455,10,60,4,22,0,1,0,0,Bacteria;  __Deferribacteres;  __Deferribacterales;  __SAR406_clade(Marine_group_A);  __marine_metagenome
denovo351146,0,0,0,0,11,3,4,7,5,2,178,565,0,0,1,0,0,0,4,2,0,5,169,420,Bacteria;  __Candidate_division_OP3;  __uncultured_bacterium
denovo284666,52,6,0,8,8,0,18,0,3,1,3,1,208,6,1948,7,2,0,7,1,0,0,8,4,Bacteria;  __Proteobacteria;  __Gammaproteobacteria;  __Vibrionales;  __Vibrionaceae;  __Vibrio;  __Vibrio_sp._D5050
denovo67702,18,12,0,1,338,8,159,0,2,13,0,0,5,10,46,2,178,5,169,9,2,0,0,0,Bacteria;  __Bacteroidetes;  __Flavobacteria;  __Flavobacteriales;  __NS9_marine_group;  __uncultured_bacterium
denovo311939,18,26,0,4,55,8,55,0,0,6,1,3,19,13,50,22,21,2,14,2,0,2,1,0,Bacteria;  __Proteobacteria;  __Gammaproteobacteria;  __Alteromonadales;  __Pseudoalteromonadaceae;  __Pseudoalteromonas;  __Pseudoalteromonas_sp._JL1130
denovo23336,87,493,0,123,8,1,0,0,0,0,0,0,28,289,22,113,0,4,0,1,0,0,0,0,Bacteria;  __Proteobacteria;  __Gammaproteobacteria;  __Alteromonadales;  __Alteromonadaceae;  __C1-B045;  __uncultured_gamma_proteobacterium
denovo418265,309,324,0,84,49,10,3,0,0,0,0,0,58,115,504,152,11,8,0,0,0,0,0,0,Bacteria;  __Chloroflexi;  __SAR202_clade;  __uncultured_bacterium
denovo209662,37,15,0,82,257,49,97,0,1,2,0,0,6,22,371,137,175,59,55,26,0,0,0,0,Bacteria;  __Proteobacteria;  __Deltaproteobacteria;  __Myxococcales;  __0319-6G20;  __uncultured_bacterium
denovo476761,0,0,0,0,0,0,24,1,34,0,0,0,0,0,0,0,0,0,2,0,27,0,0,0,Bacteria;  __Fibrobacteres;  __Fibrobacteria;  __P.palm_C70;  __uncultured_bacterium
denovo134291,4,0,0,0,3,0,128,0,270,0,170,0,1,0,9,0,9,0,53,0,10,0,103,0,Bacteria;  __Planctomycetes;  __OM190;  __uncultured_bacterium
denovo384774,71,17,0,12,49,1,1,0,1,2,0,0,8,15,29,20,5,0,4,0,0,0,3,0,Bacteria;  __Bacteroidetes;  __Flavobacteria;  __Flavobacteriales;  __Cryomorphaceae;  __Fluviicola;  __uncultured_Bacteroidetes_bacterium
denovo187648,28,218,0,177,17,19,3,0,0,0,0,0,4,164,40,287,9,39,2,0,0,0,0,0,Bacteria;  __Proteobacteria;  __Deltaproteobacteria;  __Desulfobacterales;  __Nitrospinaceae;  __Nitrospina;  __uncultured_bacterium
denovo391740,102,25,0,13,82,1,6,0,0,0,0,0,17,22,232,39,44,1,2,0,0,0,0,0,Bacteria;  __Bacteroidetes;  __Flavobacteria;  __Flavobacteriales;  __NS9_marine_group;  __uncultured_Bacteroidetes/Chlorobi_group_bacterium
denovo12903,4,0,0,0,0,2,2,1,8,0,102,663,0,0,2,6,0,2,0,8,0,1,173,357,Bacteria;  __Candidate_division_OP3;  __uncultured_bacterium
denovo141112,45,312,0,157,25,5,0,0,0,0,0,0,30,227,238,397,9,12,0,0,0,0,0,0,Bacteria;  __Verrucomicrobia;  __Opitutae;  __MB11C04_marine_group;  __uncultured_marine_microorganism
denovo384709,0,0,0,0,4,0,39,208,140,1,24,5,0,0,3,0,2,1,17,12,21,65,7,9,Bacteria;  __Deferribacteres;  __Deferribacterales;  __SAR406_clade(Marine_group_A);  __uncultured_bacterium
denovo76051,40,0,0,2,30,0,14,0,27,0,44,12,14,2,10,0,10,0,20,0,1,0,44,14,Bacteria;  __Bacteroidetes;  __Flavobacteria;  __Flavobacteriales;  __Flavobacteriaceae;  __Psychroflexus;  __uncultured_bacterium
denovo61525,0,0,0,2,54,0,150,40,234,9,99,64,0,0,5,0,5,1,109,9,10,19,52,40,Bacteria;  __Chloroflexi;  __Anaerolineae;  __Anaerolineales;  __Anaerolineaceae;  __uncultured;  __uncultured_bacterium
denovo122749,0,0,0,0,1,1,13,122,21,11,18,69,0,0,2,0,2,5,8,19,7,209,7,71,Bacteria;  __Deferribacteres;  __Deferribacterales;  __LCP-89;  __uncultured_bacterium
denovo323754,2,0,0,0,0,0,0,4,0,0,166,657,0,1,3,0,1,3,4,7,0,2,189,379,Bacteria;  __Candidate_division_OP3;  __uncultured_bacterium
denovo73932,270,16,0,6,26,0,26,0,0,0,1,0,84,11,170,0,16,0,1,0,0,0,0,0,Bacteria;  __Proteobacteria;  __Deltaproteobacteria;  __Sh765B-TzT-29;  __uncultured_bacterium
denovo288341,0,0,0,0,1,0,19,9,48,0,0,0,2,0,0,0,2,0,5,0,2,3,0,0,Bacteria;  __Proteobacteria;  __Gammaproteobacteria;  __Chromatiales;  __Ectothiorhodospiraceae;  __Thioalkalispira;  __uncultured_gamma_proteobacterium
denovo53842,25,55,0,196,142,110,33,35,12,82,0,0,1,31,31,297,76,261,15,131,2,67,0,0,Bacteria;  __Proteobacteria;  __Alphaproteobacteria;  __Rhodospirillales;  __Rhodospirillaceae;  __Defluviicoccus;  __uncultured_bacterium
denovo293969,62,3,0,1,577,0,347,0,0,2,0,0,22,6,66,0,296,0,154,2,0,0,0,0,Bacteria;  __Proteobacteria;  __Deltaproteobacteria;  __Myxococcales;  __Cystobacterineae;  __uncultured;  __uncultured_myxobacterium_HF0070_11L13
denovo176363,0,2,0,0,15,2,20,53,27,1,237,433,0,0,9,5,5,6,37,7,0,30,236,252,Bacteria;  __Proteobacteria;  __Epsilonproteobacteria;  __Campylobacterales;  __Helicobacteraceae;  __Sulfurovum;  __uncultured_bacterium
denovo68510,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,0,0,0,0,0,0,0,0,0,Bacteria;  __Firmicutes;  __Clostridia;  __Clostridiales;  __Ruminococcaceae;  __uncultured;  __uncultured_bacterium
denovo120320,178,28,0,2,94,2,8,1,5,0,4,0,75,26,138,5,20,2,18,0,0,0,3,0,Bacteria;  __Proteobacteria;  __Gammaproteobacteria;  __Oceanospirillales;  __Oleiphilaceae;  __Oleiphilus;  __uncultured_bacterium
denovo163484,0,0,0,0,0,0,0,0,0,0,139,599,0,0,0,7,0,0,0,0,0,2,124,337,Bacteria;  __Chloroflexi;  __vadinBA26;  __uncultured_bacterium
denovo479050,0,0,0,0,0,0,0,1,0,0,105,704,0,0,0,0,0,0,0,0,0,1,100,491,Bacteria;  __Chloroflexi;  __vadinBA26;  __uncultured_bacterium
denovo425907,0,0,0,0,0,0,0,0,0,1,59,699,0,0,0,0,0,0,0,0,0,3,45,404,Bacteria;  __Chloroflexi;  __vadinBA26;  __uncultured_bacterium
denovo230375,18,13,0,25,41,2,7,3,1,1,5,0,6,6,87,18,18,0,5,0,1,0,1,1,Bacteria;  __Bacteroidetes;  __Sphingobacteriia;  __Sphingobacteriales;  __Chitinophagaceae;  __uncultured;  __uncultured_bacterium
denovo76961,112,37,0,14,81,1,4,0,2,1,0,0,20,20,159,30,18,2,5,1,0,0,0,0,Bacteria;  __Proteobacteria;  __Gammaproteobacteria;  __Alteromonadales;  __Alteromonadaceae;  __BD1-7_clade;  __uncultured_bacterium
denovo41901,0,0,0,0,3,0,1,36,13,1,267,232,0,0,0,0,3,2,3,6,3,83,60,263,Bacteria;  __Spirochaetes;  __Spirochaetales;  __Spirochaetaceae;  __Spirochaeta;  __uncultured_bacterium
denovo128920,600,0,0,1,79,0,4,0,0,0,0,0,76,1,751,0,18,0,1,0,1,0,1,0,Bacteria;  __Proteobacteria;  __Deltaproteobacteria;  __Myxococcales;  __Nannocystineae;  __Nannocystaceae;  __uncultured_bacterium
denovo291323,2,2,0,1,14,31,36,155,18,63,0,0,0,0,6,4,5,74,21,188,6,236,0,0,Bacteria;  __Proteobacteria;  __Gammaproteobacteria;  __Oceanospirillales;  __SUP05_cluster;  __uncultured_gamma_proteobacterium
denovo393434,0,0,0,9,0,95,0,250,1,241,0,0,0,0,0,6,2,145,0,588,0,409,0,0,Bacteria;  __Proteobacteria;  __Gammaproteobacteria;  __Oceanospirillales;  __JL-ETNP-Y6;  __uncultured_bacterium
denovo141595,71,57,0,67,235,31,35,2,4,24,0,0,26,39,412,127,60,80,65,37,0,1,0,0,Bacteria;  __Proteobacteria;  __Alphaproteobacteria;  __SAR11_clade;  __uncultured_bacterium
denovo194678,2,0,0,6,2,90,9,109,0,192,0,0,1,0,0,0,8,188,4,664,0,377,0,0,Bacteria;  __Deferribacteres;  __Deferribacterales;  __SAR406_clade(Marine_group_A);  __uncultured_bacterium
denovo240551,304,220,0,185,49,23,4,0,0,1,0,0,36,123,135,481,19,23,14,0,0,0,0,0,Bacteria;  __Proteobacteria;  __SPOTSOCT00m83;  __uncultured_gamma_proteobacterium
denovo223309,10,0,0,0,1,0,1,1,1,0,0,0,11,0,11,2,0,0,0,0,0,0,3,0,Bacteria;  __Proteobacteria;  __Alphaproteobacteria;  __Sphingomonadales;  __Erythrobacteraceae;  __Altererythrobacter;  __Altererythrobacter_sp._H32
denovo243122,173,111,0,40,280,17,38,0,0,2,0,0,42,58,610,83,159,22,103,5,0,0,0,0,Bacteria;  __Chloroflexi;  __SAR202_clade;  __uncultured_marine_microorganism
denovo420794,42,220,0,188,63,26,33,7,2,4,0,0,16,172,155,384,36,54,23,23,0,7,0,0,Bacteria;  __Proteobacteria;  __Alphaproteobacteria;  __Rhodospirillales;  __Rhodospirillaceae;  __uncultured;  __uncultured_bacterium
denovo258013,0,0,0,1,0,4,39,4,30,4,0,0,0,0,0,0,1,5,8,14,21,13,0,3,Bacteria;  __Proteobacteria;  __Gammaproteobacteria;  __Chromatiales;  __Ectothiorhodospiraceae;  __Thiorhodospira;  __uncultured_bacterium
denovo290731,8,39,0,29,86,69,31,7,4,48,0,0,30,10,460,111,16,162,75,77,1,9,0,1,Bacteria;  __Proteobacteria;  __Alphaproteobacteria;  __SAR11_clade;  __Surface_1;  __uncultured_bacterium
denovo306874,59,1,0,7,26,1,3,0,0,0,0,0,7,0,464,0,17,0,0,0,0,0,2,0,Bacteria;  __Proteobacteria;  __Deltaproteobacteria;  __Myxococcales;  __Nannocystineae;  __Nannocystaceae;  __Enhygromyxa;  __uncultured_delta_proteobacterium
denovo4670,647,3,0,1,18,1,3,0,0,0,0,0,222,3,535,0,7,0,1,2,0,0,0,0,Bacteria;  __Lentisphaerae;  __Lentisphaeria;  __SS1-B-03-39;  __uncultured_bacterium
denovo273615,9,0,0,0,5,0,0,0,0,0,0,0,1260,0,831,0,1,0,2,0,0,0,2,0,Bacteria;  __Firmicutes;  __Clostridia;  __Clostridiales;  __Ruminococcaceae;  __uncultured;  __uncultured_bacterium
denovo440429,0,0,0,0,0,9,7,175,3,29,0,0,0,0,0,0,1,16,3,122,7,345,0,0,Bacteria;  __Deferribacteres;  __Deferribacterales;  __SAR406_clade(Marine_group_A);  __uncultured_bacterium
denovo458715,0,5,0,0,0,0,0,5,4,0,95,537,0,0,1,0,0,2,1,3,0,1,80,338,Bacteria;  __Candidate_division_OP3;  __uncultured_bacterium
denovo171569,2,0,0,0,44,0,182,0,102,2,0,0,2,0,12,0,31,1,104,0,4,1,0,1,Bacteria;  __Planctomycetes;  __OM190;  __uncultured_marine_bacterium
denovo190716,35,1,0,0,22,0,2,0,0,0,0,0,4,1,139,0,10,0,0,0,0,0,0,0,No blast hit
denovo125502,32,1,0,0,163,0,795,0,323,0,0,0,2,0,5,0,115,0,275,0,16,0,1,0,Bacteria;  __Proteobacteria;  __Deltaproteobacteria;  __Bdellovibrionales;  __Bdellovibrionaceae;  __OM27_clade;  __uncultured_delta_proteobacterium
denovo257159,670,19,0,10,29,0,8,0,2,0,2,1,207,27,499,1,14,0,4,0,0,0,2,3,Bacteria;  __Planctomycetes;  __Phycisphaerae;  __Phycisphaerales;  __Phycisphaeraceae;  __FS140-16B-02_marine_group;  __uncultured_bacterium
denovo316932,0,1,0,0,0,0,4,1,4,0,124,599,0,0,8,5,0,0,0,0,0,2,310,262,Bacteria;  __Chloroflexi;  __MSBL5;  __uncultured_bacterium
denovo216029,45,3,0,33,15,1,6,0,4,0,0,2,9,4,1334,47,3,0,0,0,0,0,2,1,Bacteria;  __Proteobacteria;  __Gammaproteobacteria;  __Alteromonadales;  __Alteromonadaceae;  __BD1-7_clade;  __uncultured_bacterium
denovo431312,85,14,0,2,27,0,41,1,38,0,246,19,17,8,23,1,14,0,10,0,1,1,183,19,Bacteria;  __Verrucomicrobia;  __Opitutae;  __Puniceicoccales;  __Puniceicoccaceae;  __Coraliomargarita;  __uncultured_bacterium
denovo54115,0,0,0,0,4,0,32,4,129,0,401,0,2,0,7,0,0,0,7,0,6,0,180,0,Bacteria;  __Candidate_division_BRC1;  __uncultured_bacterium
denovo260241,107,2,0,1,31,0,0,0,3,0,0,0,274,4,542,0,3,0,0,0,1,0,0,0,Bacteria;  __Proteobacteria;  __Deltaproteobacteria;  __Bdellovibrionales;  __Bdellovibrionaceae;  __OM27_clade;  __uncultured_bacterium
denovo109713,72,180,0,112,328,17,43,0,0,27,0,0,17,155,280,202,174,22,115,16,0,0,0,0,Bacteria;  __Proteobacteria;  __Deltaproteobacteria;  __Myxococcales;  __Cystobacterineae;  __uncultured;  __uncultured_bacterium
denovo258183,170,1,0,2,14,1,12,0,4,0,0,0,105,0,150,0,13,3,5,0,0,0,2,0,Bacteria;  __Planctomycetes;  __Planctomycetacia;  __Planctomycetales;  __Planctomycetaceae;  __Blastopirellula;  __uncultured_bacterium
denovo310281,14,0,0,0,3,0,3,0,1,0,0,0,1,2,2,0,0,0,1,0,0,0,0,0,Bacteria;  __Proteobacteria;  __Gammaproteobacteria;  __Alteromonadales;  __Alteromonadaceae;  __Dasania;  __Oceanicoccus;  __Oceanicoccus_sagamiensis
denovo248384,1,0,0,0,13,0,389,0,286,0,42,0,0,0,6,0,12,0,173,0,13,0,30,0,Bacteria;  __Planctomycetes;  __Pla3_lineage;  __unidentified_bacterium_wb1_E15
denovo335364,82,339,0,265,58,10,6,0,0,0,0,0,0,263,35,767,25,14,0,1,0,0,2,0,Bacteria;  __Deferribacteres;  __Deferribacterales;  __SAR406_clade(Marine_group_A);  __uncultured_bacterium
denovo317305,46,254,0,113,89,38,51,1,0,21,0,0,41,165,113,330,25,77,22,52,0,3,0,0,Bacteria;  __Proteobacteria;  __Gammaproteobacteria;  __E01-9C-26_marine_group;  __uncultured_gamma_proteobacterium_HF0200_24F15
denovo170821,80,0,0,0,64,0,12,0,12,1,0,0,110,2,205,0,19,0,12,0,1,0,3,0,Bacteria;  __Planctomycetes;  __OM190;  __uncultured_bacterium
denovo90584,0,0,0,0,0,0,0,0,0,0,161,507,0,1,0,0,0,0,0,0,0,0,46,299,Bacteria;  __Proteobacteria;  __Deltaproteobacteria;  __Desulfarculales;  __Desulfarculaceae;  __uncultured;  __uncultured_bacterium
denovo200067,0,0,0,0,20,4,76,0,0,9,359,1159,0,0,0,0,4,0,0,0,0,1,0,1,Bacteria;  __Proteobacteria;  __Gammaproteobacteria;  __Oceanospirillales;  __Alcanivoracaceae;  __Alcanivorax;  __Alcanivorax_sp._Qphe_4
denovo467532,177,66,0,50,49,1,2,0,0,0,0,0,48,44,647,138,39,0,1,0,0,0,0,0,Bacteria;  __Bacteroidetes;  __Flavobacteria;  __Flavobacteriales;  __NS9_marine_group;  __uncultured_bacterium
denovo343932,0,0,0,1,4,1,19,5,0,8,0,0,0,0,0,0,3,6,2,5,2,3,0,0,Bacteria;  __Proteobacteria;  __Gammaproteobacteria;  __Alteromonadales;  __Pseudoalteromonadaceae;  __Pseudoalteromonas;  __uncultured_gamma_proteobacterium
denovo228174,0,0,0,0,4,0,21,28,282,0,19,0,0,0,5,0,5,0,2,0,15,0,13,0,Bacteria;  __Spirochaetes;  __MSBL8;  __uncultured_bacterium
denovo294788,0,1,0,0,0,0,0,0,0,0,436,327,0,0,0,0,0,2,0,0,0,0,233,369,Bacteria;  __Nitrospirae;  __Nitrospira;  __Nitrospirales;  __OPB95;  __uncultured_bacterium
denovo21420,83,23,0,15,45,0,1,0,2,0,0,3,83,15,846,65,21,1,3,0,1,0,3,0,Bacteria;  __Bacteroidetes;  __Flavobacteria;  __Flavobacteriales;  __NS9_marine_group;  __uncultured_bacterium
denovo362182,0,0,0,0,3,2,17,32,6,9,0,0,0,0,0,0,0,6,2,40,0,193,0,1,Bacteria;  __Proteobacteria;  __Gammaproteobacteria;  __Chromatiales;  __Ectothiorhodospiraceae;  __Thiorhodospira;  __uncultured_bacterium
denovo270290,105,6,0,6,50,0,7,0,5,0,4,0,53,3,126,0,20,2,11,3,1,0,3,0,Bacteria;  __Planctomycetes;  __OM190;  __uncultured_bacterium
denovo86288,36,8,0,9,16,1,11,0,1,4,1,1,11,18,57,6,4,0,9,3,0,0,3,1,Bacteria;  __Bacteroidetes;  __Flavobacteria;  __Flavobacteriales;  __NS9_marine_group;  __uncultured_marine_bacterium
denovo470065,1,0,0,0,0,0,0,0,0,0,474,62,0,0,3,0,0,0,0,0,0,0,565,24,Bacteria;  __NPL-UPA2;  __uncultured_bacterium
denovo305333,0,0,0,22,12,104,11,119,0,227,0,0,0,0,0,3,7,219,5,614,1,381,0,0,Bacteria;  __Proteobacteria;  __Gammaproteobacteria;  __Chromatiales;  __Ectothiorhodospiraceae;  __Thiorhodospira;  __uncultured_bacterium
denovo451947,0,0,0,0,0,0,0,3,14,2,123,453,0,0,2,0,1,0,2,6,0,8,63,182,Bacteria;  __Deferribacteres;  __Deferribacterales;  __PAUC34f;  __uncultured_Deferribacteres_bacterium
denovo158325,0,0,0,0,0,2,2,10,7,1,105,584,0,0,2,0,0,8,1,8,0,4,55,266,Bacteria;  __Candidate_division_OP3;  __uncultured_bacterium
denovo238330,0,0,0,6,4,69,8,86,0,171,0,0,0,0,1,0,2,151,2,642,1,371,0,0,Bacteria;  __Proteobacteria;  __Gammaproteobacteria;  __Chromatiales;  __Ectothiorhodospiraceae;  __Thiorhodospira;  __uncultured_bacterium
denovo482227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Bacteria;  __Bacteroidetes;  __Flavobacteria;  __Flavobacteriales;  __Cryomorphaceae;  __Owenweeksia;  __uncultured_Flavobacteriaceae_bacterium
denovo272543,2,24,0,7,5,12,13,5,17,7,2,4,1,18,0,18,3,27,4,12,1,3,1,2,Bacteria;  __Proteobacteria;  __Deltaproteobacteria;  __Bdellovibrionales;  __Bacteriovoracaceae;  __uncultured;  __uncultured_bacterium
denovo316648,268,15,0,2,96,0,0,0,0,0,0,0,67,5,1356,1,30,0,0,0,0,0,2,0,Bacteria;  __Proteobacteria;  __Deltaproteobacteria;  __Desulfuromonadales;  __GR-WP33-58;  __uncultured_deep-sea_bacterium
denovo113055,51,51,0,16,53,21,1,0,0,0,0,0,5,38,50,84,9,19,0,0,0,0,0,0,Bacteria;  __Proteobacteria;  __TA18;  __uncultured_delta_proteobacterium
denovo202718,1,0,0,2,237,6,396,23,354,8,44,32,1,1,6,0,96,12,314,15,16,28,42,32,No blast hit
denovo107699,0,0,1,0,55,0,180,0,723,0,97,0,0,0,4,0,27,0,120,0,26,0,112,0,Bacteria;  __Proteobacteria;  __Deltaproteobacteria;  __Myxococcales;  __Nannocystineae;  __uncultured;  __uncultured_bacterium
denovo378112,22,3,0,0,0,0,0,0,0,0,0,0,2,1,24,0,0,0,0,0,0,0,0,0,Bacteria;  __Proteobacteria;  __TA18;  __uncultured_delta_proteobacterium
denovo242136,0,0,0,0,102,0,533,0,385,0,0,0,0,0,0,0,46,0,414,0,27,0,1,0,Bacteria;  __Proteobacteria;  __Deltaproteobacteria;  __Bdellovibrionales;  __Bdellovibrionaceae;  __OM27_clade;  __uncultured_bacterium
denovo477928,12,383,0,29,3,2,0,1,0,0,0,0,24,315,11,24,1,2,0,0,0,0,0,0,Bacteria;  __Deferribacteres;  __Deferribacterales;  __SAR406_clade(Marine_group_A);  __uncultured_bacterium
denovo152017,9,215,0,387,0,40,1,0,0,12,0,0,3,184,15,505,7,52,2,14,0,0,0,0,Bacteria;  __Deferribacteres;  __Deferribacterales;  __PAUC34f;  __uncultured_bacterium
denovo415629,436,38,0,6,61,0,26,0,2,2,3,2,134,31,465,0,21,2,4,0,0,0,1,0,Bacteria;  __Planctomycetes;  __Phycisphaerae;  __Phycisphaerales;  __Phycisphaeraceae;  __FS140-16B-02_marine_group;  __uncultured_bacterium
denovo39002,11,0,0,0,252,4,512,5,34,8,1,0,0,2,42,16,182,7,207,10,0,6,0,3,Bacteria;  __Planctomycetes;  __Phycisphaerae;  __Phycisphaerales;  __Phycisphaeraceae;  __JL-ETNP-F27;  __uncultured_planctomycete
denovo8488,60,116,0,144,90,7,0,0,0,0,0,0,4,75,211,343,31,23,0,0,0,0,0,0,Bacteria;  __Proteobacteria;  __Deltaproteobacteria;  __Bdellovibrionales;  __Bacteriovoracaceae;  __uncultured;  __uncultured_bacterium
denovo54584,0,0,0,9,9,81,21,122,1,233,0,0,0,0,0,0,4,174,2,585,1,315,0,0,Bacteria;  __Proteobacteria;  __Deltaproteobacteria;  __Desulfobacterales;  __Nitrospinaceae;  __Nitrospina;  __uncultured_bacterium
denovo99818,1,3,0,0,0,0,863,158,752,19,7,4,117,2,0,0,15,1,0,0,0,0,0,0,Bacteria;  __Firmicutes;  __Bacilli;  __Bacillales;  __Bacillaceae;  __Bacillus;  __Bacillus_boroniphilus
denovo256287,189,6,0,1,56,0,0,0,0,0,0,0,15,11,93,0,27,0,1,0,0,0,0,1,Bacteria;  __Proteobacteria;  __Deltaproteobacteria;  __Myxococcales;  __Cystobacterineae;  __uncultured;  __uncultured_bacterium
denovo89637,198,2,0,3,181,0,0,0,0,0,0,0,6,0,102,0,529,6,0,0,0,0,43,5,Bacteria;  __Proteobacteria;  __Alphaproteobacteria;  __Rhodobacterales;  __Rhodobacteraceae;  __Roseibacterium;  __uncultured_alpha_proteobacterium
denovo72795,0,0,0,0,6,45,9,193,2,140,0,0,0,0,0,1,7,84,1,405,2,371,0,0,Bacteria;  __Deferribacteres;  __Deferribacterales;  __SAR406_clade(Marine_group_A);  __uncultured_bacterium
denovo332874,0,0,0,0,0,0,0,0,0,0,255,390,0,0,0,0,0,1,0,0,0,1,285,256,Bacteria;  __Candidate_division_OP3;  __uncultured_bacterium
